NGÀY PICK,TÊN THÙNG,TÊN KHÁCH HÀNG,TÊN HÃNG,SỐ TRACKING,SỐ ORDER,SỐ SẢN PHẨM,GHI CHÚ 1,GHI CHÚ 2
3/1/2022,DN1,ANHHOME,KIEHLS,1ZW8F7510392645335,,8,,
3/1/2022,DN1,ANHHOME,KIEHLS,1ZW8F7510328948129,,8,,
3/1/2022,DN1,BETUN,.,D10012995545630,,4,,
3/1/2022,DN1,SAMPHUC,KIEHLS,1ZW8F7510392640992,,8,,
3/1/2022,DN1,SAMPHUC,KIEHLS,1ZW8F7510303127026,,8,,
3/1/2022,DN1,LINHMON,.,560310435130,,1,,
3/1/2022,DN1,LAMANH,WALMART,C12132258372585,,15,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R68980373598439,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z6A4Y720343835295,,2,,
3/1/2022,DN1,LIENHA,.,278400344053,,5,,VXMOTBANAMHAI
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R68990350617253,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z6A4Y720343836016,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R68990350616601,,2,,
3/1/2022,DN1,PHTHANG,BELK,289946141135,,5,,
3/1/2022,DN1,THAODAG,SEPHORA,1Z5R68920362684591,,3,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z6A4Y720343838550,,2,,
3/1/2022,DN1,PHTHANG,BELK,270064786133,,2,,
3/1/2022,DN1,PHTHANG,BELK,289953265402,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R68990350616530,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1ZX46F000300114611,,2,,
3/1/2022,DN1,THANHSHIMA,SEPHORA,C11800414579656,,5,,
3/1/2022,DN1,THANHSHIMA,SEPHORA,C11800319229588,,6,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R689Y0330688103,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R689Y0330688630,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1ZX46F000300114906,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R689Y0330688434,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R68980373598215,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1ZX46F000300109841,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R68990350616567,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1ZX46F000300108726,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1ZX46F000300113970,,2,,
3/1/2022,DN1,PHUONGNHAN,.,YW31650734,,3-thg 7,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z6A4Y720343835017,,2,,
3/1/2022,DN1,LIENHA,SEPHORA,1Z5R689Y0330688390,,2,,
3/1/2022,DN1,BETUN,WALMART,C12122001035141,,SEAL,,
3/1/2022,DN1,PHTHANG,BELK,99561236307809,,SEAL,,
3/1/2022,DN1,PHTHANG,BELK,99561236231333,,SEAL,,
3/1/2022,DN1,HIENLUONG,BELK,3508257621222,,SEAL,,
3/1/2022,DN1,SAMPHUC,.,561934114133,,1,,
3/1/2022,DN1,HIENDOLA,.,564740860406,,1,,
3/1/2022,DN1,THINHATVO,.,5498616117911,,1,LAP,
3/1/2022,DN1,THINHATVO,.,289793008821,,1,LAP,
3/1/2022,DN1,LIENHA,.,1Z8V78A0YW47513296,,2,,
3/1/2022,DN1,DUNGMARCO,.,1Z7V25450327320879,,3,,
3/1/2022,DN1,BETUN,WALMART,"4,80056E+15",,SEAL,,ĐƯA CSKH (T)
3/1/2022,DN1,PHUONGDAO,ASHFORD,1Z9XV641YW94922157,,2,DH,
3/1/2022,DN1,VIETWIND,.,569464656270,,1-thg 4,,
3/1/2022,DN1,CAMEHY,AMAZON,TBA006958880204,,SEAL,,
3/1/2022,DN1,CAMEHY,AMAZON,TBA004011008804,,SEAL,,
3/1/2022,DN1,TXGIANG,LACOSTE,1ZE98W21YW15405306,,2,,
3/1/2022,DN1,TXGIANG,LACOSTE,1ZE98W21YW25981148,,2,,
3/1/2022,DN1,LINHMON,.,1Z5XR8660261692933,,1,,
3/1/2022,DN1,TXGIANG,LACOSTE,1ZE98W21YW03470053,,1,,
3/1/2022,DN1,BINHBQ,NIKE,562776680960,,10,,
3/1/2022,DN2,BETUN,SEPHORA,C11800220983942,284709275,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800414494838,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800319152755,,3,,
3/1/2022,DN2,BETUN,SEPHORA,C11800319154157,284697003,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800319153480,284682452,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800414492949,284683491,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800414495141,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800319152961,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800220984049,284679747,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800319153117,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800220988710,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800319152292,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800220979842,284671615,16,,
3/1/2022,DN2,BETUN,SEPHORA,C11800121280562,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800121289655,,8,,
3/1/2022,DN2,BETUN,MORPHE,1Z812WY6YW11859633,,7,,
3/1/2022,DN2,BETUN,MORPHE,C11800319157490,284706886,3,,
3/1/2022,DN2,BETUN,MORPHE,C11800319138466,284706437,1,,
3/1/2022,DN2,BETUN,.,7964178767046,,3,,
3/1/2022,DN2,BETUN,MACYS,1Z3Y5513YW75818148,,1,,
3/1/2022,DN2,LINHMON,.,560310096130,,1,,
3/1/2022,DN2,COLETHU,.,7785903219153,,3-thg 4,DH,
3/1/2022,DN2,THUYTRI,.,79132050890612,,1,LAP,
3/1/2022,DN2,LINHMON,.,1Z5XR8660361562974,,1,,
3/1/2022,DN2,DUONGBO,.,334166713,,1-thg 6,,
3/1/2022,DN2,DUONGBO,.,334166713,,1-thg 6,,
3/1/2022,DN2,DUONGBO,.,334166713,,1-thg 6,,
3/1/2022,DN2,DUONGTRA,MACYS,1Z865273YW03488608,,2,,
3/1/2022,DN2,DUONGBO,.,334166713,,1-thg 6,,
3/1/2022,DN2,DUONGBO,NIKE,1Z6R014V0334166713,,1-thg 6,,
3/1/2022,DN2,DUONGTRA,MACYS,D10013001729978,,12,,
3/1/2022,DN2,NGOCJENNY,NORDSTROM,61985462530574,,1,,
3/1/2022,DN2,LIENHA,ESTEELAUDER,1Z56649EYW22444940,,6,,
3/1/2022,DN2,LIENHA,SEPHORA,1ZX46F000300109770,,4,,
3/1/2022,DN2,LIENHA,SEPHORA,1Z5R68980373597734,,2,,
3/1/2022,DN2,LIENHA,SEPHORA,1Z6A4Y720343836687,,2,,
3/1/2022,DN2,LIENHA,SEPHORA,1ZX46F000300109216,,2,,
3/1/2022,DN2,LIENHA,SEPHORA,1Z5R68990350620132,,12,,
3/1/2022,DN2,LIENHA,SEPHORA,1Z5R689Y0330684474,,3,,
3/1/2022,DN2,THAODAG,SEPHORA,1Z5R68990350614309,,4,,
3/1/2022,DN2,THAODAG,SEPHORA,1Z5R68980373591196,,3,,
3/1/2022,DN2,NHIVU,SEPHORA,286039809483148,,2,,
3/1/2022,DN2,BETUN,SEPHORA,C11800319182439,284404155,5,,
3/1/2022,DN2,BETUN,SEPHORA,9809490948,,2,,
3/1/2022,DN2,BETUN,SEPHORA,1Z6A4Y720343902079,,5,,
3/1/2022,DN2,VIETWIND,ADIDAS,570075432601,,1,,
3/1/2022,DN2,NHIVU,SEPHORA,C11800414486885,284647742,2,,
3/1/2022,DN2,NHIVU,SEPHORA,C11800220966419,,2,,
3/1/2022,DN2,VIETWIND,NIKE,569464731669,,1-thg 2,,
3/1/2022,DN2,VIETWIND,NIKE,569464731669,,1-thg 2,,
3/1/2022,DN2,TXGIANG,LACOSTE,1ZE98W21YW22324103,,1,,
3/1/2022,DN2,LAMANH,WALMART,561933835145,,SEAL,,
3/1/2022,DN2,K RÕ TÊN,WALMART,C12121901139897,,SEAL,,
3/1/2022,DN2,XEKO,WALMART,C12132258160568,,2,,
3/1/2022,DN2,MUK,LEVIS,270195184743,,SEAL,,
3/1/2022,DN2,HANHNGUYEN,NIKE,1Z9144R90314496856,,SEAL,,
3/1/2022,DN2,BINHBQ,NIKE,1Z9144R90314390988,,SEAL,,
3/1/2022,DN2,VIETWIND,.,566315295173,,10,,
3/1/2022,DN2,LAMANH,.,1ZER00270252099395,,SEAL,,
3/1/2022,DN2,TXGIANG,LACOSTE,1ZE98W21YW20854606,,2,,
3/1/2022,DN3,MINHDUONG,WALMART,C12132257859295,,7,,
3/1/2022,DN3,MINHDUONG,SEPHORA,C11800121274507,,20,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800319170012,284781131,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800414489037,284646872,5,,
3/1/2022,DN3,THINHATVO,.,776109852779,,1,LAP,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800121286700,284545710,6,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800220996169,,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800121286586,,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800121285132,284646610,SEAL,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800220985154,,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800319163322,,5,,
3/1/2022,DN3,LAMANH,WALMART,D10013001474028,,10,,
3/1/2022,DN3,LAMANH,.,C12121000305414,,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800121300138,284779964,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800221000993,284781752,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800319164429,284781072,5,,
3/1/2022,DN3,THANHSHIMA,SEPHORA,C11800220997456,284782952,6,,
3/1/2022,DN3,BETUN,VITACOST,D10012995607266,29184219,6,,
3/1/2022,DN3,BETUN,MACYS,1Z3Y5513YW75556869,,8,,
3/1/2022,DN3,BETUN,WALMART,560065188762,,2,,
3/1/2022,DN3,MACTAM,NIKE,563006481295,,1,,
3/1/2022,DN3,PHUONGDAO,ASHFORD,1Z9XV6412598708295,,2,DH,
3/1/2022,DN3,BETUN,WALMART,560066183826,,3,,
3/1/2022,DN3,MINBOY,.,270109708241,,1,,
3/1/2022,DN3,DUONGBO,.,334158633,,1-thg 9,,
3/1/2022,DN3,DUONGBO,.,334158633,,1-thg 9,,
3/1/2022,DN3,VIETWIND,ASHFORD,1Z9XV641YW99681935,,3,,
3/1/2022,DN3,BUIHONG,.,1Z3913YY0398094574,,1,DH,
3/1/2022,DN3,VIETWIND,PUMA,98724349887530,,6,,
3/1/2022,DN3,TXGIANG,LACOSTE,1ZE98W21YW19048963,,1,,
3/1/2022,DN3,PHUONGNHAN,LACOSTE,1ZE98W21YW34255924,,1,,
3/1/2022,DN3,TXGIANG,LACOSTE,1ZE98W21YW28767526,,2,,
3/1/2022,DN3,TXGIANG,LACOSTE,1ZE98W21YW34533623,,2,,
3/1/2022,DN3,PHUONGNHAN,LACOSTE,1ZE98W21YW14970831,,2,,
3/1/2022,DN3,THUYSUKI,EBAY,3508257551994,,SEAL,,
3/1/2022,DN3,TXGIANG,LACOSTE,1ZE98W21YW21188487,,1,,
3/1/2022,DN3,HANGTULIEM,GAP,1ZF103Y81244997217,,14,,
3/1/2022,DN4,BETUN,SEPHORA,C11800121222522,,6,,
3/1/2022,DN4,BETUN,SEPHORA,C11800121255060,,1,,
3/1/2022,DN4,BETUN,SEPHORA,C11800220959836,,11,,
3/1/2022,DN4,BETUN,SEPHORA,C11800414470995,,8,,
3/1/2022,DN4,BETUN,SEPHORA,.,284364001,3,,
3/1/2022,DN4,BETUN,SEPHORA,C11800220913824,284337429,18,,
3/1/2022,DN4,THINHATVO,.,2508554321080,,2,LAP,
3/1/2022,DN4,BETUN,SEPHORA,C11800319084312,,6,,
3/1/2022,DN4,BETUN,SEPHORA,C11800414456317,,1,,
3/1/2022,DN4,LINHMON,.,1Z5XR8660261553253,,1,,
3/1/2022,DN4,LIENHA,SEPHORA,1Z849EW10335709780,,12,,
3/1/2022,DN4,LIENHA,SEPHORA,1ZX46F000300109976,,12,,
3/1/2022,DN4,LIENHA,SEPHORA,362699914,,12,,
3/1/2022,DN4,LIENHA,SEPHORA,1Z5R689Y0330683993,,12,,
3/1/2022,DN4,LIENHA,SEPHORA,1Z849EW10335709897,,12,,
3/1/2022,DN4,LIENHA,SEPHORA,1Z5R689Y0330684429,,3,,
3/1/2022,DN4,MINHANH,SEPHORA,C11800121264897,,2,,
3/1/2022,DN4,THAODAG,SEPHORA,C11800220911919,284338139,7,,
3/1/2022,DN4,HIENLUONG,EBAY,3508257659362,,SEAL,,
3/1/2022,DN4,COLETHU,.,989308925850563,,4,DH,
3/1/2022,DN4,THAODAG,SEPHORA,1Z6A4Y720343743732,,3,,
3/1/2022,DN4,LAMANH,.,1ZR569370262215963,,SEAL,,
3/1/2022,DN4,PHUONGSMART,NIKE,566760038131,,1,,
3/1/2022,DN4,MACTAM,NIKE,1Z6R014V0334560902,,1,,
3/1/2022,DN4,TXGIANG,LACOSTE,1ZE98W21YW00916827,,2,,
3/1/2022,DN4,LAMANH,.,3418920177,,1,,
3/1/2022,DN4,DUONGBO,NIKE,1Z6R014V0334564266,,1,,
3/1/2022,DN4,VIETWIND,MACYS,4573079871282,,SEAL,,
3/1/2022,DN4,HANGTULIEM,.,1ZW625W0YN63501120,,SEAL,,
3/1/2022,DN4,THUFOX,TOMMY,1ZEW3588YW08122940,,2,,
3/1/2022,DN4,THUFOX,TOMMY,1Z6F741A0221566152,,1,,
3/1/2022,DN4,DATBACHA,EBAY,5498597080827,,1,,
3/1/2022,DN4,BINHBQ,NIKE,1ZV1151Y0345921481,,6,,
3/1/2022,DN4,VIETWIND,ADIDAS,270145087697,,SEAL,,
3/1/2022,DN4,PHUONGNHAN,LACOSTE,1ZE98W21YW01433801,,2,,
3/1/2022,DN4,TXGIANG,LACOSTE,1ZE98W21YW27397553,,2,,
3/1/2022,DN4,THANHULA,LACOSTE,1ZE98W21YW14653531,,1,,
3/1/2022,DN4,HANGTULIEM,GAP,1ZF103440352513259,,12,,
3/1/2022,DN5,PHTHANG,.,289954904689,,2,,
3/1/2022,DN5,PHTHANG,.,289946383424,,5,,
3/1/2022,DN5,PHTHANG,.,270051422064,,2,,
3/1/2022,DN5,PHTHANG,.,9561238783168,,1,,
3/1/2022,DN5,PHTHANG,.,289953288826,,2,,
3/1/2022,DN5,THINHATVO,.,289888680563,,1,LAP,
3/1/2022,DN5,DUONGBO,NIKE,334158633,,1-thg 9,,
3/1/2022,DN5,TXGIANG,.,TBA004718529104,,1-thg 2,,
3/1/2022,DN5,LIENHA,SEPHORA,2330335994497,,2,,
3/1/2022,DN5,DUONGBO,NIKE,1Z6R014V0334362653,,1,,
3/1/2022,DN5,DUONGBO,NIKE,334158633,,1-thg 9,,
3/1/2022,DN5,LIENHA,SEPHORA,59334412455,,2,,
3/1/2022,DN5,LIENHA,SEPHORA,859334412448,,2,,
3/1/2022,DN5,LIENHA,SEPHORA,1859334412479,,2,,
3/1/2022,DN5,COLETHU,.,7785903224195,,2,DH,
3/1/2022,DN5,COLETHU,.,7785903224010,,2,DH,
3/1/2022,DN5,DUONGTRA,.,686000024307416,,5,,
3/1/2022,DN5,THUYSUKI,.,1ZAR87330317902178,,2,,
3/1/2022,DN5,VIETWIND,.,877137421251,,SEAL,,
3/1/2022,DN5,BUIHONG,EBAY,270071618551,,2,DH,
3/1/2022,DN5,TXGIANG,LACOSTE,1ZE98W21YW10127483,,2,,
3/1/2022,DN5,TXGIANG,LACOSTE,1ZE98W21YW13014296,,2,,
3/1/2022,DN5,PHANCITY,LACOSTE,1ZE98W21YW05493525,,1,,
3/1/2022,DN5,TXGIANG,AMAZON,TBA003502650204,,SEAL,,
3/1/2022,DN5,MINHANH,.,9651069713,,SEAL,,
3/1/2022,DN5,THUYSUKI,EBAY,8257551932,,SEAL,,
3/1/2022,DN5,BUIHONG,BELK,289822722412,,SEAL,,
3/1/2022,DN5,BINHBQ,NIKE,1ZV1151Y0346612401,,7,,
3/1/2022,DN5,VIETWIND,ADIDAS,566178308496,,1-thg 2,,
3/1/2022,DN5,ARYENTRAN,GAP,66583141091715,,SEAL,,
3/1/2022,DN5,PHUONGNHAN,MACYS,1Z3Y5513YW75623116,,8,,
3/1/2022,DN5,HANGTULIEM,GAP,1ZXX29500352351618,,SEAL,,
3/1/2022,DN5,PHUONGNHAN,CALVIN,1Z9YA775YW31650734,,4-thg 7,,
3/1/2022,DN5,BINHBQ,NIKE,565232598185,,5,,
3/1/2022,DN5,HANGTULIEM,GAP,C12124612930629,,SEAL,,
3/1/2022,DN5,PHUONGNHAN,LACOSTE,1ZE98W21YW12513525,,2,,
3/1/2022,DN5,COLETHU,.,785903231353,,2,DH,
3/1/2022,DN5,THUYSUKI,EBAY,3508257552700,,SEAL,,
3/1/2022,DN5,PHUONGNHAN,LACOSTE,1ZE98W21YW17960168,,2,,
3/1/2022,DN5,PHUONGNHAN,LACOSTE,1ZE98W21YW17290669,,1,,
3/1/2022,DN5,HANGTULIEM,GAP,1ZXX29500352196920,,27,,
3/1/2022,DN6,DUONGTRA,SEPHORA,C11800121234064,,14,,
3/1/2022,DN6,DUONGTRA,SEPHORA,1ZX46A620329726120,,1,,
3/1/2022,DN6,THAIVX,SEPHORA,C11800220946586,,14,,
3/1/2022,DN6,THANHSHIMA,SEPHORA,C11800121269607,,4,,
3/1/2022,DN6,THANHSHIMA,SEPHORA,.,284444379,2,,
3/1/2022,DN6,SHUBEE,SEPHORA,C11800414426881,,2,,
3/1/2022,DN6,SHUBEE,SEPHORA,C11800414471323,284405800,2,,
3/1/2022,DN6,THINHATVO,EBAY,5499197283873,,1,LAP,
3/1/2022,DN6,BETUN,MORPHE,1Z812WY6YW11859606,,6,,
3/1/2022,DN6,LIENHA,SEPHORA,1Z5R68920362694991,,12,,
3/1/2022,DN6,LIENHA,SEPHORA,1ZX46A620330044088,,12,,
3/1/2022,DN6,LINHMON,.,1Z5XR8660261628011,,2,,
3/1/2022,DN6,HANGTULIEM,GAP,C12124612945206,,SEAL,,
3/1/2022,DN6,HIENDOLA,.,270074450786,,SEAL,,
3/1/2022,DN6,THUYSUKI,.,1Z6A0W601218117808,,SEAL,,
3/1/2022,DN6,PHTHANG,BELK,899561230500794,,SEAL,,
3/1/2022,DN6,PHTHANG,BELK,289941155839,,SEAL,,
3/1/2022,DN6,BALINH,.,9554600842,,SEAL,,
3/1/2022,DN6,HIENDOLA,WALMART,560115492956,,SEAL,,
3/1/2022,DN6,PHTHANG,BELK,1230063329,,SEAL,,
3/1/2022,DN6,CAMEHY,AMAZON,TBA005766335104,,SEAL,,
3/1/2022,DN6,CAMEHY,AMAZON,TBA006089162104,,SEAL,,
3/1/2022,DN6,NGOCJENNY,BELK,9561236212684,,SEAL,,
3/1/2022,DN6,PHTHANG,BELK,"1,89956E+15",,SEAL,,
3/1/2022,DN6,CAMEHY,AMAZON,TBA006144818504,,SEAL,,
3/1/2022,DN6,PHANCITY,LACOSTE,1ZE98W21YW16994759,,1,,
3/1/2022,DN6,THANHSHIMA,SEPHORA,C11800221001735,284778970,5,,
3/1/2022,DN6,THANHSHIMA,SEPHORA,1Z849EW10335733520,,5,,
3/1/2022,DN6,PHTHANG,BELK,289943046216,,SEAL,,
3/1/2022,DN6,THANHSHIMA,SEPHORA,1ZX46A620330122592,,2,,
3/1/2022,DN6,THANHSHIMA,SEPHORA,C11800414562677,284563307,5,,
3/1/2022,DN6,VIETWIND,AMAZON,16309551395284,,SEAL,,
3/1/2022,DN6,TUONGVAN,FASHIONNOVA,"1,43511E+15",,SEAL,,
3/1/2022,DN6,THUFOX,CALVIN,1Z9YA775YW31784331,,SEAL,,
3/1/2022,DN6,HUONGRORY,.,1Z56649EYW22465212,,6,,
3/1/2022,DN6,VIETWIND,ADIDAS,566178308496,,1-thg 2,,
3/1/2022,DN6,VIETWIND,ADIDAS,568352967114,,1,,
3/1/2022,DN6,VIETWIND,ADIDAS,569464656270,,1-thg 4,,
3/1/2022,DN6,HIENDOLA,.,560066539945,,1,,
3/1/2022,DN6,BUIHONG,ADIDAS,568352972179,,1,,
3/1/2022,DN6,BAODANG,ADIDAS,566177539612,,1-thg 6,,
3/1/2022,DN6,TXGIANG,LACOSTE,1ZE98W21YW23714270,,3,,
3/1/2022,DN6,HANHNGUYEN,NIKE,562776680525,,SEAL,,
3/1/2022,DN6,TXGIANG,LACOSTE,1ZE98W21YW18980984,,2,,
3/1/2022,DN6,ARYENTRAN,HM,1ZE048060367781235,,36,,
3/1/2022,DN7,PHTHANG,BELK,289953604927,,2,,
3/1/2022,DN7,TRANGKY,ASHFORD,1Z9XV641YW91221777,,8,DH,
3/1/2022,DN7,LIENHA,SEPHORA,2330335996606,,2,,
3/1/2022,DN7,LIENHA,SEPHORA,2330335991960,,3,,
3/1/2022,DN7,LAMANH,SEPHORA,362627554,,6,,
3/1/2022,DN7,MINHDUONG,SEPHORA,C11800414429926,,11,,
3/1/2022,DN7,MINHDUONG,SEPHORA,C11800121221912,284348389,9,,
3/1/2022,DN7,DUONGTRA,SEPHORA,C11800221058348,284775105,24,,
3/1/2022,DN7,LAMANH,.,6529403355787,,2,,
3/1/2022,DN7,LAMANH,.,6529403350089,,2,,
3/1/2022,DN7,PHTHANG,.,289955250652,,2,,
3/1/2022,DN7,PHTHANG,.,540068238140,,2,,
3/1/2022,DN7,VIETWIND,.,558707073101,,2,,
3/1/2022,DN7,LIENHA,SEPHORA,2330335994473,,2,,
3/1/2022,DN7,LIENHA,SEPHORA,2330335994237,,2,,
3/1/2022,DN7,LIENHA,SEPHORA,2330335991533,,2,,
3/1/2022,DN7,DUONGBO,.,334158633,,1-thg 9,,
3/1/2022,DN7,LINHMON,.,560310436320,,1,,
3/1/2022,DN7,HIENLUONG,JOMASHOP,6079888433276,,1,,
3/1/2022,DN7,BETUN,WALMART,C12136906449373,,SEAL,,
3/1/2022,DN7,PHTHANG,BELK,899561216913242,,SEAL,,
3/1/2022,DN7,BAOAN,AMAZON,716304851131852,,SEAL,,
3/1/2022,DN7,PHTHANG,BELK,"5,40029E+15",,SEAL,,
3/1/2022,DN7,THUYSUKI,BELK,"1,89956E+15",,SEAL,,
3/1/2022,DN7,CAMEHY,AMAZON,TBA001119434904,,SEAL,,
3/1/2022,DN7,HIENDOLA,WALMART,600560110948697,,SEAL,,
3/1/2022,DN7,MEGGIENA,.,14553000063304,,SEAL,,
3/1/2022,DN7,CAMEHY,AMAZON,1Z9Y67581307196833,,SEAL,,
3/1/2022,DN7,HIENDOLA,WALMART,560111563052,,SEAL,,
3/1/2022,DN7,TXGIANG,LACOSTE,1ZE98W21YW10296041,,2,,
3/1/2022,DN7,HIENDOLA,WALMART,560110947680,,SEAL,,
3/1/2022,DN7,MINHDUONG,.,88573003492151,,SEAL,,
3/1/2022,DN7,PHUONGNHAN,LACOSTE,1ZE98W21YW22973644,,1,,
3/1/2022,DN7,MINHDUONG,.,1Z4E39W20326774199,,SEAL,,
3/1/2022,DN7,HIENLUONG,EBAY,3508238420431,,SEAL,,
3/1/2022,DN7,HIENLUONG,EBAY,3508238414119,,SEAL,,
3/1/2022,DN7,VIETWIND,NIKE,1Z9144R90214031297,,SEAL,,
3/1/2022,DN7,PHAMTHU,ADIDAS,569464611631,,1,,
3/1/2022,DN7,ARYENTRAN,HM,1ZE04806YW67144881,,SEAL,,
3/1/2022,DN7,TXGIANG,MACYS,1Z9014560304803635,,SEAL,,
3/1/2022,DN7,VIETWIND,ADIDAS,569464747900,,6,,
3/1/2022,DN7,PHUONGNHAN,LACOSTE,1ZE98W21YW14793121,,1,,
3/1/2022,DN7,HIENLUONG,EBAY,508238421384,,SEAL,,
3/1/2022,DN7,TXGIANG,LACOSTE,1ZE98W21YW39183092,,1,,
3/1/2022,DN7,HIENLUONG,EBAY,8238496061,,SEAL,,
3/1/2022,DN7,HIENLUONG,EBAY,3508250653176,,SEAL,,
3/1/2022,DN7,PHUONGNHAN,LACOSTE,1ZE98W21YW34075655,,1,,
3/1/2022,DN7,ARYENTRAN,HM,1ZE048060367389286,,39,,
3/1/2022,DN8,DUONGBO,NIKE,1Z6R014V0334139770,,1,,
3/1/2022,DN8,DUONGBO,NIKE,1Z6R014V0334169541,,1,,
3/1/2022,DN8,DUONGBO,NIKE,334158633,,1-thg 9,,
3/1/2022,DN8,DUNGMARCO,.,1Z7V25450339370936,,3,,
3/1/2022,DN8,DUNGMARCO,.,1Z7V25450301945976,,3,,
3/1/2022,DN8,DUONGBO,NIKE,1Z6R014V0334158633,,1-thg 9,,
3/1/2022,DN8,DUONGBO,NIKE,334158633,,1-thg 9,,
3/1/2022,DN8,DUONGBO,NIKE,334158633,,1-thg 9,,
3/1/2022,DN8,DUONGBO,NIKE,1Z6R014V0334157732,,1,,
3/1/2022,DN8,DUONGBO,NIKE,D10012997613807,,1,,
3/1/2022,DN8,DANGBAO,ADIDAS,566177539612,,1-thg 6,,
3/1/2022,DN8,DANGBAO,ADIDAS,566177539612,,1-thg 6,,
3/1/2022,DN8,BUIHONG,.,512852267442,,SEAL,,
3/1/2022,DN8,PHUONGDAO,.,289862178846,,1,,
3/1/2022,DN8,DUONGBO,NIKE,1Z6R014V0334561045,,1,,
3/1/2022,DN8,BALINH,JOMASHOP,6079888467506,,1,DH,
3/1/2022,DN8,HIENLUONG,JOMASHOP,206079888406901,,1,DH,
3/1/2022,DN8,DATBACHA,SEPHORA,1Z3X654X0301459891,,1,,
3/1/2022,DN8,PHUONGNHAN,MACYS,1Z882611YW36610164,,SEAL,,
3/1/2022,DN8,HIENLUONG,EBAY,903508257547553,,SEAL,,
3/1/2022,DN8,LAHOME,EBAY,"6,99035E+16",,SEAL,,
3/1/2022,DN8,PHUONGNHAN,CALVIN,1Z9YA775YW31785885,,SEAL,,
3/1/2022,DN8,HANGTULIEM,GAP,1ZXX29500352197438,,SEAL,,
3/1/2022,DN8,THANGMAN,ASOS,1ZWV29571324229214,,SEAL,,
3/1/2022,DN8,PHUONGNHAN,LACOSTE,1ZE98W21YW20178945,,2,,
3/1/2022,DN8,THANHULA,LACOSTE,1ZE98W21YW08695810,,2,,
3/1/2022,DN8,ARYENTRAN,GAP,1ZXX2950YW52136728,,SEAL,,
3/1/2022,DN8,PHUONGNHAN,LACOSTE,1ZE98W21YW12924797,,1,,
3/1/2022,DN8,LAMANH,.,1ZER00270292057604,,SEAL,,
3/1/2022,DN8,LAMANH,.,1ZER00270202077421,,SEAL,,
3/1/2022,DN8,THUYSUKI,EBAY,3508257550720,,SEAL,,
3/1/2022,DN8,BALINH,JOMASHOP,6079888498647,,1,DH,
3/1/2022,DN8,BALINH,JOMASHOP,"1,20608E+15",,1,DH,
3/1/2022,DN8,BALINH,BELK,"1,89956E+15",,SEAL,,
3/1/2022,DN8,PHTHANG,BELK,899561238998739,,SEAL,,
3/1/2022,DN8,HIENDOLA,WALMART,500270083820653,,SEAL,,
3/1/2022,DN8,LAHOME,EBAY,"8,69904E+17",,SEAL,,
3/1/2022,DN8,THUYSUKI,EBAY,"4,8699E+18",,SEAL,,
3/1/2022,DN8,HIENDOLA,WALMART,"1,805E+17",,SEAL,,
3/1/2022,DN8,BALINH,BELK,"1,119E+17",,SEAL,,
