NGÀY PICK,TÊN THÙNG,TÊN KHÁCH HÀNG,TÊN HÃNG,SỐ TRACKING,SỐ ORDER,SỐ SẢN PHẨM,GHI CHÚ 1,GHI CHÚ 2
3/1/2022,CC16,BUIHONG,ASFORD,1Z9XV641YW95687428,,4,DH,
3/1/2022,CC16,ANHHOME,KIEHLS,1ZW8F7510367860935,,8,,
3/1/2022,CC16,ANHHOME,KIEHLS,1ZW8F7510303132314,,8,,
3/1/2022,CC16,HIENLUONG,JOMASHOP,79888442377,,2,,
3/1/2022,CC16,TRANGLUNA,LACOSTE,1ZE98W21YW26750181,,2,,
3/1/2022,CC16,GIANGLINH,ASFORD,1Z9XV641YW91050032,,3,,
3/1/2022,CC16,BETUN,.,C12136511466895,,2,,
3/1/2022,CC16,PHANCITY,LACOSTE,1ZE98W21YW17930628,,2,,
3/1/2022,CC16,VANUEAN,.,2508551718057,,SEAL,,
3/1/2022,CC16,HIENLUONG,EBAY,3508211416758,,SEAL,,
3/1/2022,CC17,DOHUYEN,.,403936934020,,7,,
3/1/2022,CC17,DOHUYEN,.,3936933535,,7,,
3/1/2022,CC17,DOHUYEN,.,238403936910321,,7,,
3/1/2022,CC17,PHAMTHU,.,P221023770,,2-thg 6,,
3/1/2022,CC17,PHAMTHU,.,275213930227105,,2,,
3/1/2022,CC17,DOHUYEN,.,238403936909516,,7,,
3/1/2022,CC17,LINHMON,.,1Z5XR8660261562814,,1,K BILL,
3/1/2022,CC17,DHAM,.,"9,84835E+16",,SEAL,,
3/1/2022,CC17,QUYNHHUONG,.,1Z37W9X60337014765,,1-thg 2,K BILL,
3/1/2022,CC17,ANHHOME,KIEHLS,1ZW8F7510303134778,,8,,
3/1/2022,CC17,QUYNHHUONG,.,337296854,,1-thg 2,,
3/1/2022,CC17,NHIPHAM,.,1ZV7Y8660407762242,,1,,
3/1/2022,CC17,TRANGLUNA,.,1Z6F741A0221543980,,7,,
3/1/2022,CC17,PHAMTHU,.,C12136511534436,,2,,
3/1/2022,CC17,ANHHOME,KIEHLS,1ZW8F7510367858742,,8,,
3/1/2022,CC17,QUYNHHUONG,.,337014765,,1-thg 2,,
3/1/2022,CC17,PHAMTHU,.,C12136511525609,,3,,
3/1/2022,CC17,PHAMTHU,MACYS,1ZE2F277YW08897470,,1,,
3/1/2022,CC17,PHAMTHU,.,1ZA012E30319015456,,1,,
3/1/2022,CC17,THUFOX,LACOSTE,1ZE98W21YW10710637,,2,,
3/1/2022,CC17,SENLE,VIC,C11968715238874,,SEAL,,
3/1/2022,CC17,SAMPHUC,WALMART,560107174880,,SEAL,,
3/1/2022,CC17,QUYNHTRANG,.,289863856446,,SEAL,,
3/1/2022,CC17,QVUTHU,MACYS,D10013001300794,,SEAL,,
3/1/2022,CC17,THUANDANA,NIKE,562775435417,,SEAL,,
3/1/2022,CC18,THUYSUKI,MACYS,D10013001927291,,SEAL,,
3/1/2022,CC18,KIEUANH,AMAZON,TBA025968064003,,SEAL,,
3/1/2022,CC18,HUYKER,.,289851830578,,SEAL,LAP,
3/1/2022,CC18,QUYNHHUONG,VIC,C11968715522269,,SEAL,,
3/1/2022,CC18,BUIHONG,BELK,289947433841,,SEAL,,
3/1/2022,CC18,SAMPHUC,WALMART,560106598952,,SEAL,,
3/1/2022,CC18,VUONGCIP,PUMA,72932553633003,,10,K BILL,
3/1/2022,CC18,PHAMTHU,.,C12136511514181,,3,,
3/1/2022,CC18,PHAMTHU,.,80877137406791,,SEAL,,
3/1/2022,CC18,KHUEHT,.,895380801481812,,SEAL,,
3/1/2022,CC18,PHAMTHU,.,1ZEW3588YW08125278,,7,,
3/1/2022,CC18,COLETHU,AMAZON,TBA025455234903,,SEAL,,
3/1/2022,CC18,THUFOX,AMAZON,TBA025323778903,,SEAL,,
3/1/2022,CC18,BUIHONG,.,1Z14V5270322225027,,1,,
3/1/2022,CC18,KHALOLI,.,7010123643,,SEAL,,"$655,00"
3/1/2022,CC18,ANHKIET,.,289763390629,,SEAL,,
3/1/2022,CC18,PHUONGNXP,.,C12136511528421,,7,,
3/1/2022,CC18,PHAMTHU,.,877137404957,,SEAL,,
3/1/2022,CC18,DANLE,PUMA,98724349918883,,SEAL,,
3/1/2022,CC18,QUYNHHUONG,VIC,"9,9999E+15",,SEAL,,
3/1/2022,CC19,PHAMTHU,TOMMY,1Z98A48AP221029005,,24,,
3/1/2022,CC19,PHAMTHU,TOMMY,1Z98A48AP221021861,,27,,
3/1/2022,CC20,PHAMTHU,TOMMY,1Z98A48AP221028800,,13,,
3/1/2022,CC20,PHAMTHU,TOMMY,1Z98A48AP221029158,,26,,
3/1/2022,CC21,DHAM,6PM,1Z10A78F0312888259,,2,K BILL,
3/1/2022,CC23,DHAM,6PM,1Z10A78F0312749211,,SEAL,,
3/1/2022,CC22,DHAM,6PM,1Z10A78F0312884495,,2,K BILL,
3/1/2022,CC24,DHAM,6PM,1Z10A78F0312756847,,2,K BILL,
3/1/2022,CC25,DHAM,AMAZON,TBA025512178003,,1,,
3/1/2022,CC26,NGOCDOAN,AMAZON,TBA025619617203,,SEAL,,
,,.,.,,,,,
