NGÀY SCAN,STT,SỐ TRACKING,GHI CHÚ
13/02/2022,699,T00PWA0026995424,
13/02/2022,700,T00PWA0027045636,
13/02/2022,701,T001PA0023680513,
13/02/2022,702,T001PA0023671691,
13/02/2022,703,T001PA0023673900,
13/02/2022,704,T001PA0023673710,
13/02/2022,705,T001PA0023687036,
13/02/2022,706,T001PA0023724050,
13/02/2022,707,T001PA0023707256,
13/02/2022,708,T001PA0023682303,
13/02/2022,709,T00H2A0110198160,
13/02/2022,710,SM016953146GB,
13/02/2022,711,%0SE83PR15502452974745812826,
13/02/2022,712,T001PA0023724810,
13/02/2022,713,T002VA0473955474,
13/02/2022,714,T001PA0023708070,
13/02/2022,715,T001PA0023707333,
13/02/2022,716,T001PA0023720975,
13/02/2022,717,T001PA0023675346,
13/02/2022,718,T001PA0023707155,
13/02/2022,719,T001PA0023720800,
13/02/2022,720,T001PA0023672910,
13/02/2022,721,A11213724443,
13/02/2022,722,15505169096981,
13/02/2022,723,%0SE83PR15503027012085812826,
13/02/2022,724,SM016953455GB,
13/02/2022,725,SM036508656GB,
13/02/2022,726,%0SE83PR15976860296305812826,
13/02/2022,727,WU431453355GB,
13/02/2022,728,JF735274273GB,KIEN TEN NUOC NGOAI
13/02/2022,729,JF735275340GB,KIEN TEN NUOC NGOAI
13/02/2022,730,JF735277836GB,KIEN TEN NUOC NGOAI
14/02/2022,731,JJD014600009472130924,
14/02/2022,732,EH406449898GB,
14/02/2022,733,T00PWA0026973719,
14/02/2022,734,T00PWA0027084474,
14/02/2022,735,JJD014600009507147112,
14/02/2022,736,MD187958714GB,
14/02/2022,737,1 KIEN MUK QUAN,
14/02/2022,738,0212D9DB0116CD0D,MUK QUAN
14/02/2022,739,0508DEAEC56,MUK QUAN
14/02/2022,740,15505453102635,
14/02/2022,741,T00P0A0022488732,
14/02/2022,742,1009984559499999960500288158663882,
14/02/2022,743,T00P0A0022418886,
14/02/2022,744,T001PA0023778584,
14/02/2022,745,T00IKA0018821274,
14/02/2022,746,T001PA0023829381,
14/02/2022,747,T0047A0081403003,
14/02/2022,748,T00IKA0018873499,
14/02/2022,749,T00NWA0029542678,
14/02/2022,750,T001PA0023783698,
14/02/2022,751,T001PA0023782848,
14/02/2022,752,T00NWA0029564915,
14/02/2022,753,T00KMA0200409672,
14/02/2022,754,T00B8A0074129332,
14/02/2022,755,T01XHA0000489421,
14/02/2022,756,T001PA0023778469,
14/02/2022,757,37611367,
14/02/2022,758,T00P0A0022422746,
14/02/2022,759,PBTI4764953001,
15/02/2022,760,JJD0002230113035557,
15/02/2022,761,JJD0002230113035556,
15/02/2022,762,JJD0002230113034587,
15/02/2022,763,320457043000364B5A820,HAICHAN
15/02/2022,764,MA401429052GB,
15/02/2022,765,MD187999515GB,
15/02/2022,766,15505169097800,
15/02/2022,767,15505169097808,
15/02/2022,768,FE101354206GB,
15/02/2022,769,WY220785475GB,
15/02/2022,770,15505453103196,
15/02/2022,771,EH406460964GB,
15/02/2022,772,15505169097794,
15/02/2022,773,H0067A0051104354,
15/02/2022,774,T002VA0476276225,
15/02/2022,775,T00KMA0201480356,
15/02/2022,776,T001PA0023725432,
15/02/2022,777,T00IKA0018868765,
15/02/2022,778,T001PA0023977384,
15/02/2022,779,T00P0A0022537939,
15/02/2022,780,T00PWA0027263397,
15/02/2022,781,H01NFA0035462872,
15/02/2022,782,15505169097717,
15/02/2022,783,JJD014600009525185275,
15/02/2022,784,H0205A0002382369,
15/02/2022,785,EH406457965GB,
15/02/2022,786,1025990957249999960500567346040199,
15/02/2022,787,%0SE83PR15504742508393812826,
15/02/2022,788,0216DACB0299D772,
15/02/2022,789,QA1974608025,
17/02/2022,790,T00KMA0203031282,
17/02/2022,791,T002VA0477309948,
17/02/2022,792,T00KMA0203278892,
17/02/2022,793,T00IKA0018987832,
17/02/2022,794,%0SE83PR15503027012596812826,
17/02/2022,795,21085159041100100035,
17/02/2022,796,T00PWA0027397833,
17/02/2022,797,0430565161884890,
17/02/2022,798,%0SE83PR04361199640830101904,
17/02/2022,799,15505169097803,
17/02/2022,800,H008EA0008284630,
17/02/2022,801,JU126367109GB,
17/02/2022,802,2 KIEN MUK QUAN,
17/02/2022,803,0508E18A3C1,MUK QUAN
17/02/2022,804,0508E3E39A4,MUK QUAN
17/02/2022,805,0215B5DE044797AE,MUK THONG
17/02/2022,806,15505169098227,
17/02/2022,807,3703970600011638094F7,HAINCHAN
17/02/2022,808,SM036524407GB,
17/02/2022,809,EH406457965GB,
17/02/2022,810,%0SE83PR15503027012597812826,
17/02/2022,811,T00PWA0027401959,
17/02/2022,812,%0SE83PR15976860956995832826,
17/02/2022,813,T00IKA0018965709,
17/02/2022,814,T00IKA0018809115,
17/02/2022,815,%0SE83PR15505349912465812826,
17/02/2022,816,T00IKA0018991540,
17/02/2022,817,T00B8A0074455941,
17/02/2022,818,T001PA0024083190,
17/02/2022,819,%0SE83PR15504742509881812826,
17/02/2022,820,T00NWA0029802733,
17/02/2022,821,T00NWA0029764642,
17/02/2022,822,T00NWA0029798453,
17/02/2022,823,T00NWA0029815071,
17/02/2022,824,T00NWA0029710055,
17/02/2022,825,%0SE83PR15503801212902812826,
17/02/2022,826,%0SE83PR15503801192741812826,
17/02/2022,827,NY704948868GB,
17/02/2022,828,1 KIEN MUK QUAN,
17/02/2022,829,NJ110630539GB,
17/02/2022,830,JD282626770GB,
17/02/2022,831,15505453104237,
17/02/2022,832,WD696514417GB,
17/02/2022,833,MA401458252GB,
17/02/2022,834,QA1976783555,
17/02/2022,835,QA1979410418,
17/02/2022,836,T00KMA0204563684,
17/02/2022,837,%0SE83PR15505349912779812826,
17/02/2022,838,PN808158443GB,
17/02/2022,839,PN808158443GB,
17/02/2022,840,JC321045306GB,
17/02/2022,841,EH407091157GB,
17/02/2022,842,JH011307004GB,
17/02/2022,843,BN503944524GB,
17/02/2022,844,JF388167023GB,
17/02/2022,845,SN232987798GB,
17/02/2022,846,T01XHA0000494852,
17/02/2022,847,%0SE83PR15504742509952812826,
17/02/2022,848,15505453104208,
17/02/2022,849,21085205374900100034,
17/02/2022,850,21085231421500100034,
19/02/2022,851,%0SE83PR15505349913528812826,
19/02/2022,852,%0SE83PR15505349913651812826,
19/02/2022,853,%0SE83PR15504742510166812826,
19/02/2022,854,T001PA0024276327,
19/02/2022,855,T00IKA0019214797,
19/02/2022,856,MA242272305GB,
19/02/2022,857,T001PA0024275490,
19/02/2022,858,T00NWA0029844438,
19/02/2022,859,T00P0A0022770337,
19/02/2022,860,T00B8A0075336433,
19/02/2022,861,T00KMA0205043316,
19/02/2022,862,%0SE83PR15503833160937812826,
19/02/2022,863,C00HHA0162814893,
19/02/2022,864,WU096928443GB,
19/02/2022,865,1Z2X06A80498196322,
19/02/2022,866,T00IKA0019182332,
19/02/2022,867,T002VA0479521750,
19/02/2022,868,PZ000229368GB,
19/02/2022,869,%0SE83PR15504742510282812826,
19/02/2022,870,021395FF026DF229,
19/02/2022,871,WD304954071GB,
19/02/2022,872,T00PWA0027587684,
19/02/2022,873,%0SE83PR15504233102564832826,
19/02/2022,874,%0SE83PR15504233209394812826,
19/02/2022,875,21085118596700200034,
19/02/2022,876,21085118596700100037,
19/02/2022,877,320302717000367900B5C,
19/02/2022,878,NC313176826GB,
19/02/2022,879,1F047385400002DE32F6F,
19/02/2022,880,15505453105095,
19/02/2022,881,MD188054975GB,
19/02/2022,882,T00P0A0022835335,
19/02/2022,883,MD188039718GB,
19/02/2022,884,%0SE83PR15505349913884812826,
19/02/2022,885,T00NWA0029860379,
19/02/2022,886,21085277754400100036,
19/02/2022,887,21085300316700100030,
19/02/2022,888,21085306823100100033,
19/02/2022,889,15505453104963,
19/02/2022,890,PBZK1350189001,
19/02/2022,891,T00NWA0029964519,
19/02/2022,892,MD188036226GB,
19/02/2022,893,T00P0A0022840805,
19/02/2022,894,T00P0A0022820548,
19/02/2022,895,T00IKA0019271709,
19/02/2022,896,15505453104983,
19/02/2022,897,15505453104915,
19/02/2022,898,T00PWA0027588597,
19/02/2022,899,T002VA0480760420,
19/02/2022,900,T002VA0480679910,
19/02/2022,901,T00NWA0029969216,
19/02/2022,902,T00NWA0029969230,
19/02/2022,903,H008EA0008364767,
19/02/2022,904,JC194956665GB,
19/02/2022,905,T00IKA0019257711,
19/02/2022,906,T002VA0480646339,
19/02/2022,907,MD188037867GB,
19/02/2022,908,H01QFA0002432102,
19/02/2022,909,T00P0A0022839511,
19/02/2022,910,JJD0002219830390722,
19/02/2022,911,T00KMA0206694025,
21/02/2022,912,%0SE83PR15505349914245812826,
21/02/2022,913,%0SE83PR15503027013619812826,
21/02/2022,914,T00IKA0019414791,
21/02/2022,915,SM017032400GB,
21/02/2022,916,SM017031775GB,
21/02/2022,917,WD357579568GB,
21/02/2022,918,T00KMA0206081583,
21/02/2022,919,MA336562978GB,
21/02/2022,920,T00P0A0022893743,
21/02/2022,921,T00KMA0207764998,
21/02/2022,922,T00NWA0029999803,
21/02/2022,923,T00KMA0207101754,
21/02/2022,924,%0SE83PR15505349914146812826,
21/02/2022,925,MD188059292GB,
21/02/2022,926,MD188049437GB,
21/02/2022,927,T00IKA0019419626,
21/02/2022,928,T00IKA0019434731,
21/02/2022,929,FE023674062GB,
21/02/2022,930,T00KMA0206088777,
21/02/2022,931,H008EA0008259651,
21/02/2022,932,T00KMA0207648928,
21/02/2022,933,T002VA0482569781,
21/02/2022,934,T002VA0481562736,
21/02/2022,935,T002VA0481490670,
21/02/2022,936,MA336554818GB,
21/02/2022,937,21085370511100100034,
21/02/2022,938,21085417939900100038,
21/02/2022,939,15505453105701,
21/02/2022,940,21085401184900100031,
21/02/2022,941,JJD0002247144367088,
21/02/2022,942,WD217511715GB,
21/02/2022,943,L10023111013423451,
21/02/2022,944,WD440262133GB,
21/02/2022,945,L10280111002713186,
21/02/2022,946,L10023111013423454,
21/02/2022,947,L10023111013596206,
21/02/2022,948,3B02D51459F,MUK QUAN
21/02/2022,949,L10023111013524371,
21/02/2022,950,L10280111002692864,
21/02/2022,951,QA1981455807,
21/02/2022,952,QA1981741793,
21/02/2022,953,QA1978606592,
21/02/2022,954,4 KIEN MUK QUAN KO TRACKING,
21/02/2022,955,0508E5773E8,MUK QUAN
22/02/2022,956,02123E51010FB6F4,
22/02/2022,957,02180BEC03390532,
22/02/2022,958,0508EE961C5,
22/02/2022,959,T00H2A0112695952,
22/02/2022,960,SM036566605GB,
22/02/2022,961,FE101595136GB,
22/02/2022,962,T001PA0024587403,
22/02/2022,963,T001PA0024596197,
22/02/2022,964,MA401527749GB,
22/02/2022,965,FE101606766GB,
22/02/2022,966,FE101598662GB,
22/02/2022,967,T00H2A0112721961,
22/02/2022,968,T001PA0024593177,
22/02/2022,969,T00B8A0075996164,
22/02/2022,970,T00H2A0112723143,
22/02/2022,971,T00H2A0112697879,
22/02/2022,972,SM036565707GB,
22/02/2022,973,SM036565667GB,
22/02/2022,974,%0SE83PR15505349914550812826,
22/02/2022,975,T00IKA0019590464,
22/02/2022,976,WY183950091GB,
22/02/2022,977,T00B8A0076255482,
22/02/2022,978,15505453106659,
22/02/2022,979,%0SE83PR15504233742210832826,
22/02/2022,980,MD188087483GB,
22/02/2022,981,T00NWA0030129093,
22/02/2022,982,T00PWA0027860658,
22/02/2022,983,WY183950105GB,
22/02/2022,984,15505453106416,
22/02/2022,985,C00HHA0164742929,
22/02/2022,986,%0SE83PR15976862039832832826,
22/02/2022,987,%0SE83PR15505507200393812826,
22/02/2022,988,JD123942549GB,
22/02/2022,989,MA242294779GB,
27/02/2022,990,1025990958299999960500567346118384,
27/02/2022,991,21085473961900100035,
27/02/2022,992,21085450819600100031,
27/02/2022,993,21085473221300100036,
27/02/2022,994,15505453107198,
27/02/2022,995,15505453107065,
27/02/2022,996,%0SE83PR15976862557757832826,
27/02/2022,997,L12612111001593595,
27/02/2022,998,NC313831359GB,
27/02/2022,999,NC313809231GB,
27/02/2022,1000,NC313913645GB,
27/02/2022,1001,NC313814585GB,
27/02/2022,1002,1 KIEN MUK QUAN,
27/02/2022,1003,BN358836387GB,
27/02/2022,1004,QA1991437287,
27/02/2022,1005,JJD014600009559676606,
27/02/2022,1006,WD450156151GB,
27/02/2022,1007,MD188098486GB,
27/02/2022,1008,MA336601331GB,
27/02/2022,1009,MD627874030GB,
27/02/2022,1010,MD627874335GB,
27/02/2022,1011,FY934198491GB,
27/02/2022,1012,FY934200561GB,
27/02/2022,1013,JJD0002219844864933,
27/02/2022,1014,JJD0002219844864936,
27/02/2022,1015,T002VA0485324039,
27/02/2022,1016,T00KMA0209220948,
27/02/2022,1017,T00D3A1510168933,
27/02/2022,1018,T00D3A1510165999,
27/02/2022,1019,T00D3A1510166256,
27/02/2022,1020,T00PWA0028017880,
27/02/2022,1021,050549617,HIENBELFAST
27/02/2022,1022,C00HHA0166280907,
27/02/2022,1023,T00B8A0077298976,
27/02/2022,1024,T00NWA0030276385,
27/02/2022,1025,%0SE83PR15503833311664812826,
27/02/2022,1026,T00H2A0113211872,
27/02/2022,1027,T00H2A0113211543,
27/02/2022,1028,T00B8A0077231849,
27/02/2022,1029,T00D3A1510119485,
27/02/2022,1030,SM017075674GB,
27/02/2022,1031,SM017073571GB,
27/02/2022,1032,FE101724476GB,
27/02/2022,1033,T00E4A1204336071,
27/02/2022,1034,WD039013186GB,
27/02/2022,1035,NL901706236GB,
27/02/2022,1036,1 KIEN MUK QUAN,
27/02/2022,1037,0210EA6E03D9C93F,
27/02/2022,1038,NC314085335GB,
27/02/2022,1039,3202618000013693BE06C,
27/02/2022,1040,019857505322246530,
27/02/2022,1041,NV427927050GB,
27/02/2022,1042,WD441289375GB,
27/02/2022,1043,1811181344607,
27/02/2022,1044,02176444026A3BA7,
27/02/2022,1045,1 KIEN MUK QUAN,
27/02/2022,1046,02147A84016A35D9,
27/02/2022,1047,1 KIEN MUK QUAN,
27/02/2022,1048,050549625,HIENBELFAST
27/02/2022,1049,050549609,HIENBELFAST
27/02/2022,1050,02179B1A01952398,
27/02/2022,1051,KT586219165GB,
27/02/2022,1052,PBZK1411926001,
27/02/2022,1053,%0SE83PR15505143469613832826,
27/02/2022,1054,%0SE83PR15505143083952812826,
27/02/2022,1055,%0SE83PR04361199647990101904,
27/02/2022,1056,15505169101525,
27/02/2022,1057,15505169101294,
27/02/2022,1058,%0SE83PR15501087204129812826,
27/02/2022,1059,QA1990952588,
27/02/2022,1060,%0SE83PR15503833439248812826,
27/02/2022,1061,%0SE83PR15503833439249812826,
27/02/2022,1062,%0SE83PR15503833439250812826,
27/02/2022,1063,%0SE83PR15505349915240812826,
27/02/2022,1064,%0SE83PR15504742511362812826,
27/02/2022,1065,T00KMA0211934426,
27/02/2022,1066,T00IKA0019887134,
27/02/2022,1067,%0SE83PR15976863068424812826,
27/02/2022,1068,H01NGA0004322833,
27/02/2022,1069,T00KMA0210947648,
27/02/2022,1070,H00KQA0013178248,
27/02/2022,1071,T00IKA0019899355,
27/02/2022,1072,T0047A0084160074,
27/02/2022,1073,H0067A0052837120,
27/02/2022,1074,MD188128735GB,
27/02/2022,1075,T00BIA0012587635,
27/02/2022,1076,T00D3A1510209208,
27/02/2022,1077,NV729085443GB,
27/02/2022,1078,0213076F024D2818,
27/02/2022,1079,1 KIEN MUK QUAN,
27/02/2022,1080,%0SE83PR15505143682106832826,
27/02/2022,1081,WD475423255GB,
27/02/2022,1082,WD406744855GB,
27/02/2022,1083,WD639489674GB,
27/02/2022,1084,WD639489674GB,
27/02/2022,1085,WD648887087GB,
27/02/2022,1086,WD431367467GB,
27/02/2022,1087,02134F0001F1E71A,
27/02/2022,1088,02165BC0017A8224,
27/02/2022,1089,15505169101915,
27/02/2022,1090,BN524406432GB,
27/02/2022,1091,T00KMA0210892336,
27/02/2022,1092,T00IKA0019864388,
27/02/2022,1093,21085579848200100039,
27/02/2022,1094,T00IKA0019854971,
27/02/2022,1095,T002VA0487224685,
27/02/2022,1096,QA1995446917,
27/02/2022,1097,QA1994857160,
27/02/2022,1098,QA1994740377,
27/02/2022,1099,QA1992864196,
27/02/2022,1100,15505143854214Z,
27/02/2022,1101,%0SE83PR15505143854363832826,
27/02/2022,1102,%0SE83PR15505143854313832826,
27/02/2022,1103,WL492500275GB,
27/02/2022,1104,JJD0002230113153108,
27/02/2022,1105,FE101729460GB,
27/02/2022,1106,%0SE83PR15503833429480812826,
27/02/2022,1107,MD188144185GB,
27/02/2022,1108,MD188144319GB,
27/02/2022,1109,MD188147173GB,
27/02/2022,1110,MA242342810GB,
27/02/2022,1111,21085613975900100038,
27/02/2022,1112,21085618246400100039,
27/02/2022,1113,15505169102046,
27/02/2022,1114,%0SE83PR15505143853113832826,
27/02/2022,1115,%0SE83PR15505143853071832826,
27/02/2022,1116,T00PWA0028238840,
27/02/2022,1117,%0SE83PR15503750487916812826,
27/02/2022,1118,T00BIA0012621425,
27/02/2022,1119,T00KMA0211942601,
27/02/2022,1120,FE101769720GB,
27/02/2022,1121,FE101769702GB,
27/02/2022,1122,T00KMA0213172787,
27/02/2022,1123,T002VA0488235829,
27/02/2022,1124,T00P0A0023298449,
27/02/2022,1125,MD188147465GB,
27/02/2022,1126,MA401612994GB,
27/02/2022,1127,0213D67703323007,
27/02/2022,1128,SM11131793484380330180F,
27/02/2022,1129,400161889000903FE1ADE,
27/02/2022,1130,NY689605903GB,
27/02/2022,1131,WD317293111GB,
27/02/2022,1132,WD411159108GB,
27/02/2022,1133,WD442140336GB,
27/02/2022,1134,WD442140336GB,
27/02/2022,1135,1 KIEN MUK QUAN,
27/02/2022,1136,0213629F01AD993A,
27/02/2022,1137,021202F6012CD0CC,
27/02/2022,1138,T002VA0489716729,
27/02/2022,1139,T001PA0024960998,
27/02/2022,1140,A11223704333,
27/02/2022,1141,T00PWA0028324968,
27/02/2022,1142,21085630357300100035,
27/02/2022,1143,%0SE83PR15503027014445812826,
27/02/2022,1144,T00IKA0019955797,
28/02/2022,1145,PBTI9885057001,
28/02/2022,1146,PBTI9885131001,
28/02/2022,1147,PBTI9884493001,
28/02/2022,1148,PBTI9884992001,
28/02/2022,1149,PBTI9885162001,
28/02/2022,1150,NC314429932GB,
28/02/2022,1151,1255439562,
28/02/2022,1152,T00B8A0077721658,
28/02/2022,1153,T00PWA0028357563,
28/02/2022,1154,PBIJ8480563001,
28/02/2022,1155,T00B8A0077768719,
28/02/2022,1156,T00KMA0214426573,
28/02/2022,1157,T00B8A0078160445,
28/02/2022,1158,T00D3A1510253972,
28/02/2022,1159,KT586223831GB,
28/02/2022,1160,1ZYW37536894904211,
28/02/2022,1161,0508F618AC0,
28/02/2022,1162,0215FCDA01E8D4EF,
28/02/2022,1163,0214C90B019245DB,
28/02/2022,1164,QA1999163498,
28/02/2022,1165,QA0001032781,
28/02/2022,1166,QA0000800930,
28/02/2022,1167,QA1998778446,
28/02/2022,1168,QA0000994090,
28/02/2022,1169,QA0000776423,
01/03/2022,1170,PBUX0828171001,
01/03/2022,1171,PBUX0828171002,
01/03/2022,1172,T00KMA0213553999,
01/03/2022,1173,T00B8A0078547166,
01/03/2022,1174,PBCB0526437001,
01/03/2022,1175,RC243912521IT,
01/03/2022,1176,WU621787978GB,
01/03/2022,1177,MD627926956GB,
01/03/2022,1178,MD627926942GB,
01/03/2022,1179,MD627936587GB,
01/03/2022,1180,MD627926616GB,
01/03/2022,1181,MD188186662GB,
01/03/2022,1182,MD627926602GB,
01/03/2022,1183,MD627927611GB,
01/03/2022,1184,MA336672823GB,
01/03/2022,1185,MD188187549GB,
01/03/2022,1186,MA336672845GB,
01/03/2022,1187,MA336659552GB,
01/03/2022,1188,MA336672854GB,
01/03/2022,1189,1Z926VA10400016612,
01/03/2022,1190,TC815983055GB,
01/03/2022,1191,L10023111013955981,
01/03/2022,1192,UT102014946NL,
01/03/2022,1193,1 KIEN MUK QUAN,
01/03/2022,1194,02158BA80325F926,
01/03/2022,1195,0508F7FED97,
01/03/2022,1196,1Z5804806803015802,
01/03/2022,1197,1Z5804806803015811,
01/03/2022,1198,1Z5804806803015759,
01/03/2022,1199,%0SE83PR15505377847985812826,
01/03/2022,1200,%0SE83PR15976863727132812826,
05/03/2022,1201,QA0000824209,
05/03/2022,1202,QA0003081019,
05/03/2022,1203,JJD0002230113184384,
05/03/2022,1204,WD086770167GB,
05/03/2022,1205,%0SE83PR15505377996577832826,
05/03/2022,1206,T00PWA0028560970,
05/03/2022,1207,WL503357492GB,
05/03/2022,1208,H01NFA0037397128,
05/03/2022,1209,15505169104037,
05/03/2022,1210,0216790901150ECE,
05/03/2022,1211,PBIK0463842001,
05/03/2022,1212,BN349222187GB,
05/03/2022,1213,0508F9D95E5,
05/03/2022,1214,2 KIEN MUK QUAN,
05/03/2022,1215,0400B9F9293,
05/03/2022,1216,UV072774455DE,
05/03/2022,1217,WD570953784GB,
05/03/2022,1218,0508FB837D2,
05/03/2022,1219,021235A702EE3C7C,
05/03/2022,1220,1 KIEN MUK THONG,
05/03/2022,1221,C00HHA0172718310,
05/03/2022,1222,JJD000298402003374099,
05/03/2022,1223,%0SE83PR15505227206415812826,
05/03/2022,1224,MA336688681GB,
05/03/2022,1225,%0SE83PR15505349915607812826,
05/03/2022,1226,%0SE83PR15505349915609812826,
05/03/2022,1227,C00HHA0171606273,
05/03/2022,1228,1ZV827826891465116,
05/03/2022,1229,UV072667195DE,
05/03/2022,1230,UT103866344NL,
05/03/2022,1231,BN539872387GB,
05/03/2022,1232,0400B9F9EEC,
05/03/2022,1233,SF892493249GB,
05/03/2022,1234,1 KIEN MUK QUAN,
05/03/2022,1235,1ZV827826897223321,
05/03/2022,1236,BN427904411GB,
05/03/2022,1237,WL500211520GB,
05/03/2022,1238,T001PA0025303416,
05/03/2022,1239,T001PA0025316235,
05/03/2022,1240,T001PA0025318520,
05/03/2022,1241,T001PA0025312097,
05/03/2022,1242,15505169105144,
05/03/2022,1243,WY184245317GB,
05/03/2022,1244,WL492116459GB,
05/03/2022,1245,T00KMA0217466277,
05/03/2022,1246,T002VA0494007038,
05/03/2022,1247,T002VA0494329915,
05/03/2022,1248,QA0004558502,
05/03/2022,1249,RB01100100402896,
05/03/2022,1250,T00P0A0023565749,
05/03/2022,1251,T00NWA0030870676,
05/03/2022,1252,T001PA0025307731,
05/03/2022,1253,%0SE83PR15505471872628812826,
05/03/2022,1254,MD188220430GB,
05/03/2022,1255,PBAH8615141001,
05/03/2022,1256,WD661225573GB,
05/03/2022,1257,T00PWA0028697347,
05/03/2022,1258,%0SE83PR15976864207131832826,
05/03/2022,1259,WL503429659GB,
05/03/2022,1260,0214E2F701735D05,
05/03/2022,1261,H0067A0053562344,
05/03/2022,1262,%0SE83PR15976864005624812826,
05/03/2022,1263,1Z2X06A80498049802,
05/03/2022,1264,21085831822200100036,
05/03/2022,1265,21085768529200100039,
05/03/2022,1266,PBHW4491614001,
05/03/2022,1267,PBCB0526437001,
05/03/2022,1268,%0SE83PR15976864434804812826,
05/03/2022,1269,15505453112466,
05/03/2022,1270,A11227792553,
05/03/2022,1271,T00B8A0079011871,
05/03/2022,1272,1Z61R8X76899977447,
05/03/2022,1273,PBCB2418041001,
05/03/2022,1274,MD188235902GB,
05/03/2022,1275,T00NWA0030975565,
05/03/2022,1276,T00NWA0030976365,
05/03/2022,1277,T00NWA0030975882,
05/03/2022,1278,QA0007508849,
05/03/2022,1279,QA0008142193,
05/03/2022,1280,H00EZA0014239289,
05/03/2022,1281,T001PA0025394621,
05/03/2022,1282,1ZW7V3166891864870,
05/03/2022,1283,WD422118988GB,
05/03/2022,1284,T00PWA0028829413,
05/03/2022,1285,%0SE83PR15503027016191812826,
05/03/2022,1286,T00IKA0020444557,
05/03/2022,1287,15504742513127W,
05/03/2022,1288,WY243448088GB,
05/03/2022,1289,15505169106383,
05/03/2022,1290,T00KMA0217292038,
05/03/2022,1291,PBCB2418191001,
05/03/2022,1292,H01NFA0037893827,
05/03/2022,1293,T00PWA0028892416,
05/03/2022,1294,T001PA0025479835,
05/03/2022,1295,T001PA0025479645,
05/03/2022,1296,T001PA0025485941,
05/03/2022,1297,21085890911100100031,
05/03/2022,1298,PBZK1530512001,
05/03/2022,1299,H00KDA0005614692,
05/03/2022,1300,SM017215601GB,
05/03/2022,1301,SM017215629GB,
05/03/2022,1302,SM017215629GB,
05/03/2022,1303,SM017215589GB,
05/03/2022,1304,SM017215717GB,
05/03/2022,1305,SM017215677GB,
05/03/2022,1306,SM017215677GB,
05/03/2022,1307,SM017215694GB,
05/03/2022,1308,SM017215819GB,
05/03/2022,1309,SM017215819GB,
05/03/2022,1310,MD188250502GB,
05/03/2022,1311,MD188250927GB,
05/03/2022,1312,PBCB2446161001,
05/03/2022,1313,%0SE83PR15503750495767812826,
05/03/2022,1314,A11229018623,
05/03/2022,1315,T00PWA0028877286,
05/03/2022,1316,WU621895164GB,
05/03/2022,1317,SM017215650GB,
05/03/2022,1318,SM017215632GB,
05/03/2022,1319,T00IKA0020488787,
05/03/2022,1320,T00IKA0020488852,
05/03/2022,1321,T00IKA0020533342,
05/03/2022,1322,T00IKA0020489171,
05/03/2022,1323,T00IKA0020517083,
05/03/2022,1324,T00IKA0020545664,
05/03/2022,1325,MA336720299GB,
05/03/2022,1326,JJD0002210427602460,
05/03/2022,1327,PBCB2417942001,
05/03/2022,1328,PBCB2446113001,
07/03/2022,1329,21085929829900100032,
07/03/2022,1330,%0SE83PR15505169107939812826,
07/03/2022,1331,15505169107942,
07/03/2022,1332,15505169107782,
07/03/2022,1333,T001PA0025567111,
07/03/2022,1334,SM017222766GB,
07/03/2022,1335,SM017222925GB,
07/03/2022,1336,MD188259926GB,
07/03/2022,1337,%0SE83PR15505349916081812826,
07/03/2022,1338,T00KMA0219528562,
07/03/2022,1339,T001PA0025563098,
07/03/2022,1340,T00PWA0028914832,
07/03/2022,1341,PBCB2650803001,
07/03/2022,1342,MD627985645GB,
07/03/2022,1343,MD188275288GB,
07/03/2022,1344,SM017234512GB,
07/03/2022,1345,15505453113591,
07/03/2022,1346,%0SE83PR15504742514000812826,
07/03/2022,1347,L10306111000179418,
07/03/2022,1348,WY243468618GB,
07/03/2022,1349,T00H2A0116981941,
07/03/2022,1350,%0SE83PR15504742513516812826,
07/03/2022,1351,PBCB2650879001,
07/03/2022,1352,T00H2A0116977512,
07/03/2022,1353,T00IKA0020659134,
07/03/2022,1354,SM017234557GB,
07/03/2022,1355,T00IKA0020656758,
07/03/2022,1356,QP847065981GB,
07/03/2022,1357,WD359774750GB,
07/03/2022,1358,WD273066105GB,
07/03/2022,1359,L10023111014171203,
07/03/2022,1360,WD418829292GB,
07/03/2022,1361,PBCB2651018001,
07/03/2022,1362,T00NWA0031111732,
07/03/2022,1363,T00NWA0031098869,
07/03/2022,1364,H00KDA0005628158,
07/03/2022,1365,T00D3A1510514748,
07/03/2022,1366,MD188269384GB,
07/03/2022,1367,JH069815022GB,
07/03/2022,1368,QA0017370119,
07/03/2022,1369,A11230289333,
07/03/2022,1370,QA0017497747,
07/03/2022,1371,0211C921028C2F5D,
07/03/2022,1372,3722D31C6,MUK QUAN
07/03/2022,1373,02138F7C0232D02B,
07/03/2022,1374,0212B4FD0332A49C,
07/03/2022,1375,1 KIEN MUK QUAN,
07/03/2022,1376,0210C74F013A2B6F,
07/03/2022,1377,0213FF13431EA1BE,
07/03/2022,1378,021A2772022A0FE1,
07/03/2022,1379,3703970600011689104BA,
07/03/2022,1380,02113C6A02764963,
07/03/2022,1381,370212454000168E9891E,
07/03/2022,1382,021420B70354B3B9,
07/03/2022,1383,MD627984052GB,
08/03/2022,1384,6053053020128326695520001605,
08/03/2022,1385,%0SE83PR15505349915919812826,
08/03/2022,1386,2LGBSE83PR+46000000,
08/03/2022,1387,%0SE83PR15504334566854812826,
